IMEI;Служебное описание;Тип соединения;Адрес;Статус;Сервер;Адрес сервера;Прошивка;Плата;Интерфейс;SIM-карта;Тел. номер;Тел. номер 2;  Последний выход на связь  ;Тип устройства;Рассылка;Уровень сигнала
356495043393372;Москва, пер-к 1-й Новоподмосковный, д.2/1 Ввод1;IP;172.16.1.3:35102;1;+;192.168.2.102:4999;212.8;02.0;485;1;79250988586;;Fri Dec 18 04:20:44 MSK 2020;ATM2;;12
358799041727632;Москва, ул. Пронская, д.2 Ввод А;IP;172.16.1.3:35103;1;+;192.168.0.200:4999;205.0;-;-;1;79258030688;;Fri Dec 18 10:24:30 MSK 2020;ATM2;;20
358799041596508;Москва, пос. Кокошкино, ул. Дзержинского, д.4;IP;172.16.1.3:35104;1;+;192.168.0.75:4999;205.0;-;-;1;79258030755;;Fri Dec 18 10:09:57 MSK 2020;ATM2;;15
358799041673604;Москва, ул. Профсоюзная, д.32, к.1 ввод1;IP;172.16.1.3:35105;1;+;192.168.2.135:4999;205.0;-;-;1;79250988627;;Fri Dec 18 10:10:57 MSK 2020;ATM2;;14
356495043914698;Москва, ул. Михалковская, д.8 Ввод1;IP;172.16.1.3:35107;1;+;192.168.1.159:4999;212.8;02.0;485;1;79250975275;;Thu Dec 17 23:53:43 MSK 2020;ATM2;;18
358799041636536;Москва, б-р Жулебинский, д.9 Ввод-1;IP;172.16.1.3:35108;1;+;192.168.1.12:4999;205.0;-;-;1;79258024412;;Fri Dec 18 10:16:10 MSK 2020;ATM2;;10
358799041629382;Москва, ул. Новокосинская, д.11, к.2 Ввод1;IP;172.16.1.3:35109;1;+;192.168.2.139:4999;205.0;-;-;1;79250988631;;Fri Dec 18 10:24:51 MSK 2020;ATM2;;14
358799041736211;Москва, ул. Старокачаловская, д.1, к.1;IP;172.16.1.3:35110;1;+;192.168.0.106:4999;205.0;-;-;1;79258030815;;Fri Dec 18 09:39:27 MSK 2020;ATM2;;19
358799041670477;Зеленоград, корп. 1812 Ввод1;IP;172.16.1.3:35112;1;+;192.168.1.120:4999;205.0;-;-;1;79258024714;;Fri Dec 18 10:09:01 MSK 2020;ATM2;;17
358799041730024;Одинцово, ул. Молодежная, д.21 (Учебный центр ЦА) Ввод1;IP;172.16.1.3:35113;1;+;192.168.2.128:4999;205.0;-;-;1;79250988617;;Fri Dec 18 09:48:49 MSK 2020;ATM2;;7
358799041629580;Москва, пр-т Кутузовский, д.30 Ввод1;IP;172.16.1.3:35114;1;+;192.168.2.106:4999;205.0;-;-;1;79250988591;;Fri Dec 18 10:33:56 MSK 2020;ATM2;;15
358799041690947;Москва, б-р Осенний, д.23 Ввод1;IP;172.16.1.3:35115;1;+;192.168.2.126:4999;205.0;-;-;1;79250988613;;Fri Dec 18 10:18:57 MSK 2020;ATM2;;24
358799041736146;Москва, ул. Пречистенка, д.25;IP;172.16.1.3:35117;1;+;192.168.0.60:4999;205.0;-;-;1;79258030886;;Fri Dec 18 10:31:37 MSK 2020;ATM2;;6
358799041599684;Москва, ул. Авиамоторная, д.51 Ввод 1;IP;172.16.1.3:35118;1;+;192.168.0.195:4999;205.0;-;-;1;79258030680;;Fri Dec 18 09:39:50 MSK 2020;ATM2;;20
358799041589800;Москва, ул. Ясеневая, д.19 Ввод1;IP;172.16.1.3:35119;1;+;192.168.0.74:4999;205.0;-;-;1;79258030754;;Fri Dec 18 09:47:45 MSK 2020;ATM2;;16
358606051144568;"Санкт-Петербург, пр-т Невский, д. 99/101а, Ввод от шкафа А6.2, ф. ПАО ""МТС""";IP;172.16.1.3:35120;1;+;192.168.3.127:4999;212.8;02.янв;485;1;79296203283;;Fri Dec 18 06:46:39 MSK 2020;ATM2;;31
358799041617635;Москва, ул. 1-я Дубровская, д.1А;IP;172.16.1.3:35122;1;+;192.168.0.203:4999;205.0;-;-;1;79258030697;;Fri Dec 18 09:40:39 MSK 2020;ATM2;;20
358799041716502;Москва, пер-к 3-й Митинский, д.6, к.1 Ввод1;IP;172.16.1.3:35123;1;+;192.168.0.140:4999;205.0;-;-;1;79250988609;;Fri Dec 18 10:33:08 MSK 2020;ATM2;;11
358799041635546;Москва, ул. Б. Черкизовская, д.22, к.1 Ввод1;IP;172.16.1.3:35124;1;+;192.168.2.196:4999;205.0;-;-;1;79261131532;;Fri Dec 18 10:00:09 MSK 2020;ATM2;;24
356495043939752;Москва, ул. Тверская, д.19/31, стр.2;IP;172.16.1.3:35125;1;+;192.168.1.172:4999;212.8;02.0;485;1;79250975293;;Thu Dec 17 14:47:38 MSK 2020;ATM2;;19
358799041583712;Москва, пр-т Мичуринский, д.31, к.4;IP;172.16.1.3:35126;1;+;192.168.0.139:4999;205.0;-;-;1;79258030873;;Fri Dec 18 10:09:41 MSK 2020;ATM2;;24
356495043973140;Москва, ул. Лескова, д.30 Ввод 1;IP;172.16.1.3:35127;1;+;192.168.2.55:4999;212.8;02.0;485;1;79250988526;;Fri Dec 18 03:03:45 MSK 2020;ATM2;;13
358799041732418;Москва, ул. Миклухо-Маклая, д.55;IP;172.16.1.3:35128;1;+;192.168.2.100:4999;205.0;-;-;1;79250975442;;Fri Dec 18 10:32:09 MSK 2020;ATM2;;24
358799041726972;Москва, ул. Булатниковская, д.6А Ввод1;IP;172.16.1.3:35130;1;+;192.168.1.19:4999;205.0;-;-;1;79258024448;;Fri Dec 18 10:29:43 MSK 2020;ATM2;;5
358799041640017;Москва, ул. Гвоздева, д.7/4 Ввод1;IP;172.16.1.3:35131;1;+;192.168.1.80:4999;205.0;-;-;1;79258030506;;Fri Dec 18 10:05:33 MSK 2020;ATM2;;14
358799041594776;Москва, ш. Дмитровское, д.131, к.2 Ввод1;IP;172.16.1.3:35132;1;+;192.168.1.235:4999;205.0;-;-;1;79250975380;;Fri Dec 18 09:46:38 MSK 2020;ATM2;;14
358799041727343;Москва, ул. Петрозаводская, д.8 Ввод1;IP;172.16.1.3:35133;1;+;192.168.0.20:4999;205.0;-;-;1;79258030914;;Fri Dec 18 10:07:08 MSK 2020;ATM2;;11
356495043968579;Москва, пр-д Ореховый, д.39А Ввод1;IP;172.16.1.3:35134;1;+;192.168.2.27:4999;212.8;02.0;485;1;79250975435;;Thu Dec 17 14:29:38 MSK 2020;ATM2;;16
358799041630224;Зеленоград, корп. 1640 Ввод 2;IP;172.16.1.3:35135;1;+;192.168.1.121:4999;205.0;-;-;1;79258024715;;Fri Dec 18 10:22:13 MSK 2020;ATM2;;18
358799041583969;Москва, ул. Вешняковская, д.24Б,24Г Ввод-1;IP;172.16.1.3:35136;1;+;192.168.0.197:4999;205.0;-;-;1;79258030682;;Fri Dec 18 10:01:23 MSK 2020;ATM2;;21
358799041716569;Москва, ул. Севанская, д.23;IP;172.16.1.3:35137;1;+;192.168.0.102:4999;205.0;-;-;1;79258030809;;Fri Dec 18 10:11:02 MSK 2020;ATM2;;17
356495043924721;Москва, ул. Матвеевская, д.42, к.3;IP;172.16.1.3:35138;1;+;192.168.1.212:4999;212.8;02.0;485;1;79250975346;;Fri Dec 18 04:02:44 MSK 2020;ATM2;;10
358799041670394;Москва, ул. Сретенка, д.17, стр.1,2 Ввод1;IP;172.16.1.3:35139;1;+;192.168.0.249:4999;205.0;-;-;1;79250957596;;Fri Dec 18 09:42:50 MSK 2020;ATM2;;26
356495043915836;Москва, ул. Люсиновская, д.26-28 Ввод1;IP;172.16.1.3:35140;1;+;192.168.1.76:4999;212.8;02.0;485;1;79258030498;;Fri Dec 18 06:29:47 MSK 2020;ATM2;;14
356495043939109;Москва, ул. Вавилова, д.19 ВРУ-0.4 кВ Ввод-1;IP;172.16.1.3:35141;1;+;192.168.1.193:4999;212.8;02.0;485;1;79250975318;;Fri Dec 18 05:26:42 MSK 2020;ATM2;;16
358799041732616;Томилино, мкр-н Птицефабрика, к.8 ВРУ 4-1;IP;172.16.1.3:35143;1;+;192.168.2.167:4999;205.0;-;-;1;79260923506;;Fri Dec 18 10:27:54 MSK 2020;ATM2;;7
358799041714648;Москва, ул. Исаковского, д.2 Ввод1;IP;172.16.1.3:35144;1;+;192.168.1.208:4999;205.0;-;-;1;79250975342;;Fri Dec 18 10:32:48 MSK 2020;ATM2;;5
358799041716783;Москва, ул. Перовская, д.8, к.1 Ввод1;IP;172.16.1.3:35145;1;+;192.168.1.36:4999;205.0;-;-;1;79258024575;;Fri Dec 18 10:24:36 MSK 2020;ATM2;;21
356495043914474;Москва, ул. Бирюлевская, д.55, к.1, стр.2 Ввод1;IP;172.16.1.3:35146;1;+;192.168.2.61:4999;212.8;02.0;485;1;79250988534;;Fri Dec 18 04:56:45 MSK 2020;ATM2;;13
358799041729661;Москва, пр-т Ломоносовский, д.34;IP;172.16.1.3:35147;1;+;192.168.0.59:4999;205.0;-;-;1;79258030884;;Fri Dec 18 10:02:15 MSK 2020;ATM2;;14
356495043970245;Москва, ш. Каширское, д.55, к.4 Ввод1;IP;172.16.1.3:35149;1;+;192.168.1.25:4999;212.8;02.0;485;1;79258024479;;Fri Dec 18 07:56:37 MSK 2020;ATM2;;9
353437063789512;Нижний Новгород, ул. Академика Сахарова, д.2 РП-217 ф.1021 1с.ш. (яч.9);IP;172.16.1.3:35150;1;+;192.168.1.45:4999;212.8;02.0;485;1;7;;Fri Dec 18 09:15:39 MSK 2020;ATM2;;12
356495043917535;Москва, ул. Тайнинская, д.24;IP;172.16.1.3:35151;1;+;192.168.2.68:4999;212.8;02.0;485;1;;;Fri Dec 18 04:56:40 MSK 2020;ATM2;;10
358799041726956;Москва, б-р Маршала Рокоссовского, д.18 Ввод1;IP;172.16.1.3:35152;1;+;192.168.0.33:4999;205.0;-;-;1;79258030934;;Fri Dec 18 10:38:59 MSK 2020;ATM2;;16
358799041630158;Москва, ул. Федосьино, д.4, к.1 Ввод1;IP;172.16.1.3:35153;1;+;192.168.0.127:4999;205.0;-;-;1;79258030853;;Fri Dec 18 10:38:11 MSK 2020;ATM2;;8
358799041596177;Москва, ул. Трофимова, д.1/17 Ввод1;IP;172.16.1.3:35154;1;+;192.168.1.48:4999;205.0;-;-;1;79250957620;;Fri Dec 18 10:31:42 MSK 2020;ATM2;;8
358799041629978;Москва, б-р Измайловский, д.66, стр.1;IP;172.16.1.3:35157;1;+;192.168.0.21:4999;205.0;-;-;1;nan;;Fri Dec 18 09:39:17 MSK 2020;ATM2;;20
353437063715418;Нижний Новгород, ул. Керченская, д.18, ТП-2518,  Ввод1;IP;172.16.1.3:35158;1;+;192.168.3.73:4999;212.8;02.0;485;1;79259097824;;Fri Dec 18 00:52:45 MSK 2020;ATM2;;23
356495043976135;Москва, ул. Челябинская, д.21;IP;172.16.1.3:35159;1;+;192.168.2.8:4999;212.8;02.0;485;1;79250988521;;Fri Dec 18 10:34:43 MSK 2020;ATM2;;23
358799041582458;Москва, пр-д Путевой, д.40 Ввод 1;IP;172.16.1.3:35160;1;+;192.168.0.24:4999;205.0;-;-;1;79258030923;;Fri Dec 18 10:11:24 MSK 2020;ATM2;;6
356495043394941;Москва, пер-к Аптекарский, д.10/1 стр.1 Ввод1;IP;172.16.1.3:35161;1;+;192.168.2.110:4999;212.8;02.0;485;1;79250988595;;Fri Dec 18 01:55:44 MSK 2020;ATM2;;14
358799041641387;Москва, ул. Арбат, д.33/12 Ввод 1;IP;172.16.1.3:35162;1;+;192.168.2.131:4999;205.0;-;-;1;79250988620;;Fri Dec 18 09:42:36 MSK 2020;ATM2;;10
358799041670865;Зеленоград, корп. 1561б Ввод1;IP;172.16.1.3:35163;1;+;192.168.1.127:4999;205.0;-;-;1;79258024722;;Fri Dec 18 09:44:58 MSK 2020;ATM2;;17
358799041630125;Москва, пр-д Ольминского, д.3;IP;172.16.1.3:35164;1;+;192.168.2.64:4999;205.0;-;-;1;79250988537;;Fri Dec 18 10:24:01 MSK 2020;ATM2;;14
358799041714549;Москва, ул. Новопеределкинская, д.7А Ввод1;IP;172.16.1.3:35166;1;+;192.168.1.59:4999;205.0;-;-;1;79250957632;;Fri Dec 18 10:23:35 MSK 2020;ATM2;;20
358799041732871;Москва, ул. Вавилова, д.19 Т-1;IP;172.16.1.3:35167;1;+;192.168.0.216:4999;205.0;-;-;1;79258024601;;Fri Dec 18 10:13:57 MSK 2020;ATM2;;20
356495043395047;Москва, ул. Маршала Катукова, д.17, к.1;IP;172.16.1.3:35168;1;+;192.168.2.58:4999;212.8;02.0;485;1;;;Fri Dec 18 03:33:38 MSK 2020;ATM2;;21
358799041674065;Москва, пр-т Новочеркасский, д.41 Ввод-1;IP;172.16.1.3:35169;1;+;192.168.1.213:4999;205.0;-;-;1;79250975390;;Fri Dec 18 10:23:59 MSK 2020;ATM2;;17
358799041629861;Москва, пр-т Ленинский, д.62/1 Ввод1;IP;172.16.1.3:35170;1;+;192.168.0.248:4999;205.0;-;-;1;79258024696;;Fri Dec 18 09:39:44 MSK 2020;ATM2;;19
356495043939430;Москва, пр-т Юных Ленинцев, д.37;IP;172.16.1.3:35171;1;+;192.168.0.63:4999;212.8;02.0;485;1;;;Fri Dec 18 01:56:41 MSK 2020;ATM2;;25
358799041732624;Москва, пр-т Ленинский, д.148;IP;172.16.1.3:35172;1;+;192.168.1.53:4999;205.0;-;-;1;79250957626;;Fri Dec 18 10:35:25 MSK 2020;ATM2;;5
358799041726881;Москва, аллея Березовая, д.9, Ввод 1;IP;172.16.1.3:35173;1;+;192.168.0.250:4999;205.0;-;-;1;79250957597;;Fri Dec 18 10:30:20 MSK 2020;ATM2;;21
358799041726485;Москва, ул. Б. Андроньевская, д.6 Т-1;IP;172.16.1.3:35174;1;+;192.168.0.245:4999;205.0;-;-;1;79258024691;;Fri Dec 18 10:20:48 MSK 2020;ATM2;;13
358799041670485;Москва, пр-т Вернадского, д.97, к.1;IP;172.16.1.3:35176;1;+;192.168.0.28:4999;205.0;-;-;1;79258030923;;Fri Dec 18 09:56:41 MSK 2020;ATM2;;7
356495043975210;Москва, ул. Люблинская, д.153 Ввод1;IP;172.16.1.3:35177;1;+;192.168.2.57:4999;212.8;02.0;485;1;79250957608;;Fri Dec 18 03:55:45 MSK 2020;ATM2;;8
358799041629754;Москва, ул. Мурановская, д.3 Ввод1;IP;172.16.1.3:35179;1;+;192.168.1.40:4999;205.0;-;-;1;79250957612;;Fri Dec 18 10:11:25 MSK 2020;ATM2;;17
358799041671269;Томилино, мкр-н Птицефабрика, к.8 ВРУ 3-1;IP;172.16.1.3:35180;1;+;192.168.2.166:4999;205.0;-;-;1;79260923504;;Fri Dec 18 10:24:05 MSK 2020;ATM2;;12
358799041629812;Москва, ул. Солдатская, д.8, к.А Ввод 1;IP;172.16.1.3:35181;1;+;192.168.0.88:4999;205.0;-;-;1;79258030786;;Fri Dec 18 10:39:47 MSK 2020;ATM2;;18
358799041590295;Москва, ул. 2-я Мелитопольская, д.3А Ввод-1;IP;172.16.1.3:35182;1;+;192.168.1.13:4999;205.0;-;-;1;79258024413;;Fri Dec 18 09:57:06 MSK 2020;ATM2;;18
358799041641247;Москва, пр-д Загорьевский, д.9/12 стр.2;IP;172.16.1.3:35183;1;+;192.168.0.103:4999;205.0;-;-;1;79258030810;;Fri Dec 18 10:27:47 MSK 2020;ATM2;;7
358799041641353;Москва, ул. Советской Армии, д.17, к.52 Ввод1;IP;172.16.1.3:35184;1;+;192.168.0.61:4999;205.0;-;-;1;79258030725;;Fri Dec 18 10:00:32 MSK 2020;ATM2;;25
358799041629622;Москва, ул. Минская, д.22;IP;172.16.1.3:35185;1;+;192.168.1.70:4999;205.0;-;-;1;79250957644;;Fri Dec 18 09:56:54 MSK 2020;ATM2;;18
358799041598520;Москва, пр-т Ленинградский, д.76, к.2 Ввод1;IP;172.16.1.3:35186;1;+;192.168.1.4:4999;205.0;-;-;1;79258024332;;Fri Dec 18 10:15:16 MSK 2020;ATM2;;12
358799041594685;Москва, ул. 2-я Новорублевская, д.1;IP;172.16.1.3:35187;1;+;192.168.2.80:4999;205.0;-;-;1;79250988557;;Fri Dec 18 10:19:06 MSK 2020;ATM2;;17
356495043885054;Москва, ул. Кастанаевская, д.42, к.2 Ввод1;IP;172.16.1.3:35188;1;+;192.168.0.220:4999;212.8;02.0;485;1;79258024607;;Fri Dec 18 04:57:40 MSK 2020;ATM2;;24
358799041641288;Москва, пр-д Шипиловский, д.39, к.1;IP;172.16.1.3:35191;1;+;192.168.0.77:4999;205.0;-;-;1;79258030764;;Fri Dec 18 09:51:18 MSK 2020;ATM2;;16
358799041726550;Москва, ул. Саянская, д.18 Ввод1;IP;172.16.1.3:35192;1;+;192.168.1.95:4999;205.0;-;-;1;79258030533;;Fri Dec 18 10:26:14 MSK 2020;ATM2;;12
353437063791559;Барнаул, пр-т Комсомольский, д.106Б, ВРУ-0,4 кВ ввод 1 0,4 кВ от ТП-1241;IP;172.16.1.3:35193;1;+;192.168.2.252:4999;212.8;02.0;485;1;79259099588;;Fri Dec 18 09:23:41 MSK 2020;ATM2;;24
358799041635371;Москва, ул. Красного Маяка, д.1, к.1 Ввод1;IP;172.16.1.3:35194;1;+;192.168.0.96:4999;205.0;-;-;1;79258030796;;Fri Dec 18 10:19:38 MSK 2020;ATM2;;11
358799041584231;Москва, ул. Академика Челомея, д.4б;IP;172.16.1.3:35195;1;+;192.168.1.98:4999;205.0;-;-;1;79258030537;;Fri Dec 18 09:57:51 MSK 2020;ATM2;;19
358799041733192;Москва, ул. Миклухо-Маклая, д.17;IP;172.16.1.3:35196;1;+;192.168.1.113:4999;205.0;-;-;1;79258024698;;Fri Dec 18 10:24:06 MSK 2020;ATM2;;19
358799041630059;Москва, ул. Новослободская, д.16 УВР1.1;IP;172.16.1.3:35197;1;+;192.168.1.32:4999;205.0;-;-;1;79258024552;;Fri Dec 18 10:05:19 MSK 2020;ATM2;;20
358799041597472;Зеленоград, пр-д Савелкинский, д.6 Ввод1;IP;172.16.1.3:35198;1;+;192.168.1.116:4999;205.0;-;-;1;79258024701;;Fri Dec 18 10:37:18 MSK 2020;ATM2;;7
356495043974890;Москва, ул. Адмирала Макарова, д.45 Ввод1;IP;172.16.1.3:35199;1;+;192.168.1.201:4999;212.8;02.0;485;1;79250975331;;Fri Dec 18 05:38:42 MSK 2020;ATM2;;15
358799041671160;Москва, б-р Самаркандский, д.18/26 Ввод-1;IP;172.16.1.3:35200;1;+;192.168.0.86:4999;205.0;-;-;1;79258030782;;Fri Dec 18 10:09:02 MSK 2020;ATM2;;30
358799041727582;Москва, пр-т Вернадского, д.11/19;IP;172.16.1.3:35201;1;+;192.168.0.100:4999;205.0;-;-;1;79258030806;;Fri Dec 18 09:55:14 MSK 2020;ATM2;;15
358799041619169;Москва, пер-к Богословский, д.12А Ввод 1;IP;172.16.1.3:35202;1;+;192.168.1.169:4999;205.0;-;-;1;79250975290;;Fri Dec 18 10:16:47 MSK 2020;ATM2;;13
358799041690939;Москва, пр-т Олимпийский, д.10, к.1-2 Ввод1;IP;172.16.1.3:35203;1;+;192.168.2.60:4999;205.0;-;-;1;79250988533;;Fri Dec 18 10:04:17 MSK 2020;ATM2;;10
358799041582441;Москва, ул. Барвихинская, д.8 стр.1 Ввод1;IP;172.16.1.3:35204;1;+;192.168.0.237:4999;205.0;-;-;1;79258024672;;Fri Dec 18 09:56:52 MSK 2020;ATM2;;12
358799041590030;Москва, пр-т Мира, д.85 Ввод1;IP;172.16.1.3:35205;1;+;192.168.2.63:4999;205.0;-;-;1;79250988536;;Fri Dec 18 10:27:08 MSK 2020;ATM2;;20
358799041590667;Москва, ш. Можайское, д.41 к.1 Ввод1;IP;172.16.1.3:35206;1;+;192.168.0.231:4999;205.0;-;-;1;79258024659;;Fri Dec 18 10:35:05 MSK 2020;ATM2;;27
358799041589925;Москва, ул. Кировоградская, д.8, к.3 Ввод1;IP;172.16.1.3:35208;1;+;192.168.2.199:4999;205.0;-;-;1;79261131537;;Fri Dec 18 10:20:16 MSK 2020;ATM2;;22
358799041584371;Москва, пос. Марьино, д.4;IP;172.16.1.3:35209;1;+;192.168.2.124:4999;205.0;-;-;1;79250988610;;Fri Dec 18 09:56:01 MSK 2020;ATM2;;17
358799041584553;Москва, ул. Газопровод, д.1, к.6А Ввод1;IP;172.16.1.3:35210;1;+;192.168.0.99:4999;205.0;-;-;1;79258030804;;Fri Dec 18 10:12:13 MSK 2020;ATM2;;22
358799041679809;Москва, ул. Летчика Бабушкина, д.37, к.2 Ввод 1;IP;172.16.1.3:35212;1;+;192.168.1.222:4999;205.0;-;-;1;79250975361;;Fri Dec 18 10:06:25 MSK 2020;ATM2;;9
358799041630257;Москва, ул. Лескова, д.8 Ввод1;IP;172.16.1.3:35213;1;+;192.168.1.1:4999;205.0;-;-;1;79258030713;;Fri Dec 18 10:33:14 MSK 2020;ATM2;;16
358799041716817;Москва, ул. Академика Королева, д.5 (юр.лица) Ввод1;IP;172.16.1.3:35214;1;+;192.168.1.218:4999;205.0;-;-;1;79250975355;;Fri Dec 18 10:13:29 MSK 2020;ATM2;;15
358799041595963;Москва, пр-т Ленинградский, д.30, стр.2 Ввод1;IP;172.16.1.3:35215;1;+;192.168.1.238:4999;205.0;-;-;1;79250975384;;Fri Dec 18 09:39:08 MSK 2020;ATM2;;15
353437069521299;Ярославль, ул. Советская, д.34, РП-45, 1РУ-0,4кВ, 1 с.ш. 0,4 кВ, рубильник №3;IP;172.16.1.3:35216;1;+;192.168.3.37:4999;212.8;02.0;485;1;79259098896;;Fri Dec 18 00:43:48 MSK 2020;ATM2;;20
358799041595989;Москва, пр-т Ленинский, д.94А;IP;172.16.1.3:35218;1;+;192.168.0.171:4999;205.0;-;-;1;79258030634;;Fri Dec 18 10:30:32 MSK 2020;ATM2;;11
353437063681560;Екатеринбург, ул. Кислородная, д.8 ВРУ (АВР) ЩУ 1;IP;172.16.1.3:35219;1;+;192.168.3.23:4999;212.8;02.0;485;2;79259099316;;Fri Dec 18 09:29:42 MSK 2020;ATM2;;16
358799041641346;Москва, ш. Пятницкое, д.25, к.1 Ввод1;IP;172.16.1.3:35220;1;+;192.168.0.66:4999;205.0;-;-;1;79258030732;;Fri Dec 18 10:21:33 MSK 2020;ATM2;;18
358799041732632;Москва, пр-т Измайловский, д.61, стр.1;IP;172.16.1.3:35221;1;+;192.168.2.159:4999;205.0;-;-;1;79260923495;;Fri Dec 18 10:15:53 MSK 2020;ATM2;;7
358799041716585;Москва, ш. Энтузиастов, д.22/18;IP;172.16.1.3:35222;1;+;192.168.2.75:4999;205.0;-;-;1;79250988550;;Fri Dec 18 10:33:29 MSK 2020;ATM2;;9
358799041583084;Томилино, мкр-н Птицефабрика, к.8 ВРУ 1-1;IP;172.16.1.3:35223;1;+;192.168.2.127:4999;205.0;-;-;1;79250988614;;Fri Dec 18 10:23:48 MSK 2020;ATM2;;8
358799041635579;Москва, ул. Дмитрия Ульянова, д.12, к.1;IP;172.16.1.3:35224;1;+;192.168.1.101:4999;205.0;-;-;1;79258030541;;Fri Dec 18 10:01:43 MSK 2020;ATM2;;22
358799041735981;Москва, б-р Цветной, д.28, стр.1 Ввод1;IP;172.16.1.3:35225;1;+;192.168.1.146:4999;205.0;-;-;1;79250957592;;Fri Dec 18 10:14:58 MSK 2020;ATM2;;13
358799041716395;Москва, ул. Паустовского, д.8, к.3;IP;172.16.1.3:35226;1;+;192.168.1.109:4999;205.0;-;-;1;79258030561;;Fri Dec 18 10:25:10 MSK 2020;ATM2;;28
358799041641643;Москва, ул. Седова, д.13, к.1 Луч Б;IP;172.16.1.3:35227;1;+;192.168.0.47:4999;205.0;-;-;1;79258030963;;Fri Dec 18 10:31:12 MSK 2020;ATM2;;29
358799041716775;Москва, ул. Бутлерова, д.30а Ввод1;IP;172.16.1.3:35228;1;+;192.168.1.103:4999;205.0;-;-;1;79258030543;;Fri Dec 18 10:05:19 MSK 2020;ATM2;;20
356495043918152;Москва, ул. Профсоюзная, д.20/9 Ввод 1;IP;172.16.1.3:35229;1;+;192.168.2.107:4999;212.8;02.0;485;1;79250988592;;Fri Dec 18 01:55:41 MSK 2020;ATM2;;21
358799041619151;Москва, пр-т Ленинский, д.45 Ввод1;IP;172.16.1.3:35230;1;+;192.168.0.160:4999;205.0;-;-;1;79258030611;;Fri Dec 18 10:14:53 MSK 2020;ATM2;;12
356495043942640;Москва, ул. Академика Королева, д.5 (физ.лица);IP;172.16.1.3:35231;1;+;192.168.2.84:4999;212.8;02.0;485;1;79250988562;;Fri Dec 18 08:34:41 MSK 2020;ATM2;;21
358799041714713;Томилино, мкр-н Птицефабрика, к.8 ВРУ 2-1;IP;172.16.1.3:35232;1;+;192.168.2.165:4999;205.0;-;-;1;79260923501;;Fri Dec 18 10:17:02 MSK 2020;ATM2;;9
358799041619193;Москва, ул. 50 лет Октября, д.11 Ввод1;IP;172.16.1.3:35233;1;+;192.168.2.194:4999;205.0;-;-;1;79261131527;;Fri Dec 18 10:11:10 MSK 2020;ATM2;;10
358799041732830;Москва, кв-л 5-й Капотни, д.15, стр.2 Ввод1;IP;172.16.1.3:35234;1;+;192.168.0.225:4999;205.0;-;-;1;79258024622;;Fri Dec 18 10:28:56 MSK 2020;ATM2;;17
358799041726477;Москва, ул. Верхняя Первомайская, д.59/35, к.2 Ввод1;IP;172.16.1.3:35235;1;+;192.168.0.22:4999;205.0;-;-;1;79258030918;;Fri Dec 18 10:21:23 MSK 2020;ATM2;;29
356495043940149;Москва, пер-к Милютинский, д.19/4, стр.2 Ввод 1;IP;172.16.1.3:35236;1;+;192.168.0.35:4999;212.8;02.0;485;1;79258030939;;Fri Dec 18 06:42:43 MSK 2020;ATM2;;19
356495043382052;Москва, ул. Плющиха, д.42;IP;172.16.1.3:35239;1;+;192.168.1.195:4999;212.8;02.0;485;1;79250975320;;Fri Dec 18 09:21:43 MSK 2020;ATM2;;12
356495043918038;Москва, ш. Щелковское, д.79, к.1 Ввод 1;IP;172.16.1.3:35240;1;+;192.168.2.89:4999;212.8;02.0;485;1;79250988567;;Fri Dec 18 08:54:40 MSK 2020;ATM2;;12
353437063717109;Тюмень, ул. Рижская, д.61 Ввод 1;IP;172.16.1.3:35242;1;+;192.168.3.62:4999;212.8;02.0;485;1;79259098113;;Fri Dec 18 08:33:17 MSK 2020;ATM2;;28
358799041726428;Зеленоград, корп. 1462 Ввод1;IP;172.16.1.3:35243;1;+;192.168.1.119:4999;205.0;-;-;1;79258024711;;Fri Dec 18 09:47:42 MSK 2020;ATM2;;13
358799041592598;Москва, б-р Строгинский, д.23 Ввод2;IP;172.16.1.3:35244;1;+;192.168.0.148:4999;205.0;-;-;1;79258030577;;Fri Dec 18 10:10:16 MSK 2020;ATM2;;7
353437069980990;Нижний Новгород, ул. Октябрьская, д.35, РП-71, яч.8 Ф. 636;IP;172.16.1.3:35246;1;+;192.168.3.81:4999;212.8;02.0;485;1;79259097594;;Fri Dec 18 04:51:41 MSK 2020;ATM2;;22
356495043917907;Москва, ул. Лихоборские бугры, д.8 Ввод 1;IP;172.16.1.3:35247;1;+;192.168.1.160:4999;212.8;02.0;485;1;79250975276;;Fri Dec 18 08:34:42 MSK 2020;ATM2;;8
356495043972050;Москва, ул. Академика Янгеля, д.4, к.2;IP;172.16.1.3:35248;1;+;192.168.2.26:4999;212.8;02.0;485;1;79250975432;;Fri Dec 18 09:24:43 MSK 2020;ATM2;;12
356495043914466;Москва, ул. Вавилова, д.19 ТП 29453 Ввод 1;IP;172.16.1.3:35249;1;+;192.168.0.34:4999;212.8;02.0;485;1;79258030936;;Fri Dec 18 06:42:44 MSK 2020;ATM2;;11
356495043443631;Москва, ул. Барклая, д.16, к.1;IP;172.16.1.3:35250;1;+;192.168.0.242:4999;212.8;02.0;485;1;79258024682;;Fri Dec 18 07:50:47 MSK 2020;ATM2;;8
